NAME,TotalPop,White_NonHisp,Black,Asian,Hispanic,MedianIncome,BelowPoverty,BachelorsOrHigher,Male_Under18,Female_Under18,Male_18_34,Female_18_34,Male_35_64,Female_35_64,Male_65plus,Female_65plus,LaborForce,Unemployed,NoHealthInsurance,MedianRent,STATE,COUNTY,TRACT,TRACT_FIPS,Age_Under18,Age_18_34,Age_35_64,Age_65plus,Pct_Black,Pct_Hispanic,Pct_Asian,Pct_WhiteNonHisp,Pct_BelowPoverty,Pct_BachelorsPlus,Pct_Unemployed,Pct_Uninsured
Census Tract 622; Cook County; Illinois,3226,2580,12,150,408,172841,269,996,328,165,0,0,164,274,9,0,2367,79,0,2369,17,31,62200,17031062200,493,0,438,9,0.3719776813391197,12.647241165530069,4.6497210167389955,79.97520148791072,8.3384996900186,30.87414755114693,3.3375580904098014,0.0
Census Tract 623; Cook County; Illinois,1567,1228,15,121,131,244286,82,371,32,127,13,0,51,136,0,5,956,6,13,2276,17,31,62300,17031062300,159,13,187,5,0.9572431397574984,8.359923420548819,7.721761327377154,78.36630504148053,5.2329291640076585,23.675813656668794,0.6276150627615062,0.8296107211231653
Census Tract 624; Cook County; Illinois,1763,1415,59,61,143,158542,158,716,146,69,18,0,18,41,0,0,1198,52,0,2026,17,31,62400,17031062400,215,18,59,0,3.3465683494044245,8.111174134997164,3.460011344299489,80.26091888825864,8.961996596710154,40.61259217243335,4.340567612687813,0.0
Census Tract 625; Cook County; Illinois,1463,1091,7,152,194,169917,166,543,76,28,0,0,29,66,5,5,1162,65,0,2085,17,31,62500,17031062500,104,0,95,10,0.4784688995215311,13.260423786739576,10.38961038961039,74.5727956254272,11.346548188653452,37.11551606288449,5.593803786574871,0.0
Census Tract 626; Cook County; Illinois,2362,1759,33,208,220,177045,99,653,90,90,23,11,6,10,35,13,1388,37,11,1942,17,31,62600,17031062600,180,34,16,48,1.397121083827265,9.314140558848434,8.806096528365792,74.47078746824725,4.191363251481795,27.64606265876376,2.6657060518731988,0.46570702794242164
Census Tract 627; Cook County; Illinois,2898,2168,47,255,199,136667,251,1072,64,113,7,0,78,110,0,0,2119,98,0,1909,17,31,62700,17031062700,177,7,188,0,1.621808143547274,6.86680469289165,8.799171842650104,74.81021394064872,8.661145617667357,36.99102829537612,4.624823029731005,0.0
Census Tract 628; Cook County; Illinois,3766,2890,30,169,509,166741,103,1273,167,173,0,15,223,292,15,21,2690,43,0,2199,17,31,62800,17031062800,340,15,515,36,0.7966011683483802,13.515666489644184,4.487519915029209,76.73924588422729,2.734997344662772,33.8024429102496,1.5985130111524164,0.0
Census Tract 629; Cook County; Illinois,4325,3014,246,285,467,181429,105,1598,143,124,0,0,160,289,0,0,3260,81,0,2062,17,31,62900,17031062900,267,0,449,0,5.687861271676301,10.797687861271676,6.589595375722543,69.6878612716763,2.4277456647398843,36.947976878612714,2.4846625766871164,0.0
Census Tract 630; Cook County; Illinois,3017,2355,101,183,225,103250,301,1371,40,73,0,0,157,139,0,5,2349,192,0,1929,17,31,63000,17031063000,113,0,296,5,3.3476963871395427,7.4577394763009615,6.065628107391449,78.05767318528339,9.976798143851507,45.442492542260524,8.173690932311622,0.0
Census Tract 631; Cook County; Illinois,2357,1873,66,119,165,97347,196,694,61,52,6,0,91,247,0,0,2024,59,0,1630,17,31,63100,17031063100,113,6,338,0,2.800169707254985,7.000424268137463,5.04879083580823,79.46542214679677,8.315655494272379,29.44420873992363,2.91501976284585,0.0
Census Tract 632; Cook County; Illinois,6481,4857,458,232,541,77183,162,2761,40,30,0,0,394,252,57,94,5067,72,0,1773,17,31,63200,17031063200,70,0,646,151,7.066810677364605,8.347477241166487,3.579694491590804,74.94213855886437,2.499614257059096,42.6014503934578,1.4209591474245116,0.0
Census Tract 633.01; Cook County; Illinois,2912,2063,178,262,254,69188,574,895,39,63,0,0,256,248,33,37,1943,81,0,1532,17,31,63301,17031063301,102,0,504,70,6.112637362637362,8.722527472527473,8.997252747252746,70.84478021978022,19.71153846153846,30.734890109890113,4.1688111168296444,0.0
Census Tract 633.02; Cook County; Illinois,4152,3245,124,441,140,96364,252,1624,20,191,23,0,108,115,46,54,3246,165,0,1727,17,31,63302,17031063302,211,23,223,100,2.9865125240847785,3.371868978805395,10.621387283236993,78.15510597302506,6.069364161849711,39.113680154142585,5.0831792975970425,0.0
Census Tract 633.03; Cook County; Illinois,1281,1034,21,180,17,104813,128,363,6,12,0,0,0,20,11,45,712,54,0,2352,17,31,63303,17031063303,18,0,20,56,1.639344262295082,1.3270882123341141,14.05152224824356,80.71818891491023,9.992193598750976,28.337236533957842,7.584269662921349,0.0
Census Tract 634; Cook County; Illinois,2395,1864,126,150,255,116765,121,837,36,10,0,0,198,243,0,11,1864,35,96,1984,17,31,63400,17031063400,46,0,441,11,5.260960334029228,10.647181628392484,6.263048016701461,77.82881002087683,5.052192066805845,34.947807933194156,1.8776824034334765,4.008350730688935
Census Tract 701.01; Cook County; Illinois,4179,3296,85,242,450,96944,478,1422,0,32,66,0,56,190,0,0,2687,62,0,1780,17,31,70101,17031070101,32,66,246,0,2.0339794209140942,10.768126346015794,5.7908590571907155,78.87054319215123,11.438143096434555,34.02727925340991,2.3074060290286567,0.0
Census Tract 701.02; Cook County; Illinois,2969,2325,121,207,164,106062,141,1111,0,100,11,54,130,114,16,5,2316,17,0,1525,17,31,70102,17031070102,100,65,244,21,4.075446278208151,5.523745368811047,6.972044459413944,78.30919501515662,4.749073762209498,37.42000673627484,0.7340241796200345,0.0
Census Tract 701.03; Cook County; Illinois,1449,1003,126,89,91,76477,194,468,0,0,0,0,141,306,15,0,1326,22,0,1667,17,31,70103,17031070103,0,0,447,15,8.695652173913043,6.280193236714976,6.142167011732229,69.22015182884748,13.388543823326431,32.298136645962735,1.6591251885369533,0.0
Census Tract 702; Cook County; Illinois,3801,2735,114,314,420,101992,245,1433,66,28,0,0,235,206,8,0,2833,159,0,1821,17,31,70200,17031070200,94,0,441,8,2.999210734017364,11.049723756906078,8.260983951591687,71.95474875032886,6.445672191528545,37.70060510392002,5.612424991175432,0.0
Census Tract 703; Cook County; Illinois,3618,2811,75,336,226,178750,351,1314,65,37,41,113,171,296,0,8,2757,106,6,2728,17,31,70300,17031070300,102,154,467,8,2.0729684908789388,6.246545052515202,9.286898839137644,77.69485903814261,9.701492537313433,36.318407960199,3.844758795792528,0.16583747927031509
Census Tract 704; Cook County; Illinois,3282,2649,31,281,202,205772,446,821,75,175,19,63,64,294,21,9,2027,28,0,1792,17,31,70400,17031070400,250,82,358,30,0.9445460085313834,6.1547836684948205,8.561852528945765,80.71297989031079,13.589274832419257,25.015234613040825,1.3813517513566849,0.0
Census Tract 705; Cook County; Illinois,3138,2496,162,85,259,194408,40,1012,65,102,26,0,123,57,0,30,1959,12,0,1944,17,31,70500,17031070500,167,26,180,30,5.162523900573614,8.253664754620777,2.708731676226896,79.54110898661568,1.2746972594008923,32.24984066284258,0.6125574272588056,0.0
Census Tract 706; Cook County; Illinois,3316,2720,8,270,177,210469,142,1091,116,112,13,0,151,27,25,16,2014,50,12,2408,17,31,70600,17031070600,228,13,178,41,0.24125452352231602,5.337756332931242,8.142340168878166,82.02653799758745,4.28226779252111,32.90108564535585,2.4826216484607744,0.3618817852834741
Census Tract 707; Cook County; Illinois,3673,2182,280,648,485,146806,398,876,132,171,0,0,66,152,80,41,2278,47,0,1917,17,31,70700,17031070700,303,0,218,121,7.623196297304656,13.204465014974135,17.64225428804792,59.406479716852715,10.835829022597332,23.849714130138853,2.0632133450395083,0.0
Census Tract 710; Cook County; Illinois,4289,3410,235,251,278,186518,141,813,54,98,461,704,115,114,2,0,2331,242,29,2259,17,31,71000,17031071000,152,1165,229,2,5.479132664956866,6.48169736535323,5.8521799953369085,79.50571228724644,3.28747959897412,18.955467474935883,10.381810381810382,0.6761482863138261
Census Tract 711; Cook County; Illinois,3279,2524,38,212,339,212677,253,787,54,65,169,109,113,681,17,0,2054,80,23,3035,17,31,71100,17031071100,119,278,794,17,1.1588899054589814,10.338517840805125,6.465385788350107,76.97468740469655,7.715767002134798,24.00121988411101,3.894839337877313,0.7014333638304361
Census Tract 712; Cook County; Illinois,2696,1978,28,300,226,131163,297,933,75,102,17,42,87,68,29,13,1731,162,3,2354,17,31,71200,17031071200,177,59,155,42,1.0385756676557862,8.382789317507418,11.127596439169139,73.3679525222552,11.016320474777448,34.60682492581602,9.358752166377817,0.11127596439169139
Census Tract 713; Cook County; Illinois,3894,2796,2,517,278,127083,570,1201,45,78,22,54,54,118,0,11,2529,80,0,1934,17,31,71300,17031071300,123,76,172,11,0.05136106831022085,7.139188495120699,13.27683615819209,71.80277349768875,14.637904468412943,30.842321520287623,3.163305654408857,0.0
Census Tract 714; Cook County; Illinois,4540,3699,219,240,310,123070,774,1710,0,84,0,25,135,377,41,60,3136,71,0,1890,17,31,71400,17031071400,84,25,512,101,4.823788546255506,6.828193832599119,5.286343612334802,81.47577092511014,17.048458149779737,37.66519823788546,2.264030612244898,0.0
Census Tract 715; Cook County; Illinois,5974,4969,101,369,432,123663,120,2683,14,161,0,0,110,139,58,0,4501,189,0,2180,17,31,71500,17031071500,175,0,249,58,1.690659524606629,7.231335788416471,6.17676598593907,83.17710077000335,2.0087043856712423,44.911282222966186,4.199066874027993,0.0
Census Tract 716; Cook County; Illinois,1814,1575,60,102,55,242250,98,528,48,120,14,51,38,104,12,10,1019,18,0,2233,17,31,71600,17031071600,168,65,142,22,3.307607497243661,3.031973539140022,5.622932745314222,86.82469680264609,5.402425578831313,29.106945975744214,1.7664376840039255,0.0
Census Tract 717; Cook County; Illinois,1564,1285,73,119,20,149821,124,425,37,39,0,0,38,23,3,32,803,14,0,2612,17,31,71700,17031071700,76,0,61,35,4.667519181585678,1.278772378516624,7.608695652173914,82.1611253196931,7.928388746803069,27.173913043478258,1.7434620174346203,0.0
Census Tract 718; Cook County; Illinois,2773,2099,234,221,189,232807,113,1012,65,45,22,21,79,69,0,0,1731,60,23,2798,17,31,71800,17031071800,110,43,148,0,8.43851424450054,6.815723043635052,7.969707897583844,75.69419401370358,4.075009015506671,36.49477100613054,3.466204506065858,0.8294266137756943
Census Tract 801; Cook County; Illinois,6181,5268,26,431,179,116983,585,2426,42,8,20,15,16,249,76,164,3742,220,0,2017,17,31,80100,17031080100,50,35,265,240,0.420643908752629,2.8959715256431,6.9729817181685805,85.22892735803268,9.464487946934153,39.24931240899531,5.879208979155532,0.0
Census Tract 802.01; Cook County; Illinois,3416,3015,0,211,58,118417,82,1405,0,0,83,0,35,134,97,61,2585,116,0,2121,17,31,80201,17031080201,0,83,169,158,0.0,1.6978922716627636,6.176814988290398,88.26112412177986,2.4004683840749412,41.12997658079625,4.48742746615087,0.0
Census Tract 802.02; Cook County; Illinois,4127,3148,97,211,520,104129,496,1735,15,88,56,0,0,213,50,32,2984,21,105,1916,17,31,80202,17031080202,103,56,213,82,2.350375575478556,12.599951538647927,5.112672643566755,76.2781681608917,12.018415313787255,42.04022292221953,0.7037533512064343,2.544220983765447
Census Tract 803; Cook County; Illinois,6063,4134,45,662,1063,157882,502,2320,42,91,17,0,368,377,0,0,4703,141,0,2575,17,31,80300,17031080300,133,17,745,0,0.7422068283028204,17.532574633019955,10.918687118588158,68.1840672934191,8.279729506844797,38.26488537027874,2.998086327875824,0.0
Census Tract 804; Cook County; Illinois,5986,1482,3782,386,54,-666666666,1650,924,37,578,0,176,34,348,197,13,3438,299,126,819,17,31,80400,17031080400,615,176,382,210,63.18075509522218,0.9021049114600734,6.448379552288673,24.757768125626463,27.564316739057805,15.436017373872367,8.696916812100058,2.104911460073505
Census Tract 810; Cook County; Illinois,8442,5875,877,868,549,81616,1048,2837,73,0,84,268,263,363,135,81,6098,143,32,1739,17,31,81000,17031081000,73,352,626,216,10.38853352286188,6.50319829424307,10.281923714759536,69.59251362236436,12.414119876806444,33.60578062070599,2.3450311577566416,0.37905709547500593
Census Tract 811; Cook County; Illinois,4030,3104,262,186,143,79683,655,1628,76,11,0,73,372,140,0,15,2951,28,0,1925,17,31,81100,17031081100,87,73,512,15,6.5012406947890815,3.5483870967741935,4.615384615384616,77.02233250620347,16.253101736972706,40.397022332506204,0.9488309047780413,0.0
Census Tract 812.01; Cook County; Illinois,4564,3715,58,467,240,134246,207,1764,82,0,68,47,210,104,17,0,3177,55,16,2462,17,31,81201,17031081201,82,115,314,17,1.2708150744960562,5.258545135845749,10.23225241016652,81.39789658194566,4.535495179666959,38.65030674846626,1.7311929493232607,0.35056967572305
Census Tract 812.02; Cook County; Illinois,3526,2782,118,264,229,158100,221,1552,48,123,22,0,23,39,55,70,1828,10,26,2168,17,31,81202,17031081202,171,22,62,125,3.3465683494044245,6.494611457742485,7.487237663074304,78.89960294951787,6.267725467952354,44.01588201928531,0.5470459518599562,0.737379466817924
Census Tract 813; Cook County; Illinois,5768,3837,509,910,348,115260,619,1704,55,46,0,64,271,320,50,133,3472,53,64,1771,17,31,81300,17031081300,101,64,591,183,8.824549237170597,6.033287101248266,15.776699029126215,66.52219140083217,10.731622746185852,29.542302357836338,1.5264976958525345,1.1095700416088765
Census Tract 814.01; Cook County; Illinois,2386,1449,81,618,186,82365,234,704,32,30,5,22,93,185,48,41,1469,23,13,2053,17,31,81401,17031081401,62,27,278,89,3.3948030176026824,7.795473595976529,25.901089689857503,60.7292539815591,9.80720871751886,29.505448449287506,1.5656909462219197,0.5448449287510477
Census Tract 814.02; Cook County; Illinois,6138,3509,404,1436,527,166824,405,1467,128,26,0,0,572,100,0,0,4325,219,0,3082,17,31,81402,17031081402,154,0,672,0,6.581948517432388,8.585858585858585,23.39524275008146,57.168458781362006,6.598240469208211,23.900293255131967,5.063583815028902,0.0
Census Tract 814.03; Cook County; Illinois,9407,4798,966,3109,376,117550,1014,2890,175,85,0,0,391,495,16,0,7464,297,0,2396,17,31,81403,17031081403,260,0,886,16,10.268948655256724,3.9970234931434043,33.04985648984798,51.0045710641012,10.77920697353035,30.721802912724566,3.9790996784565915,0.0
Census Tract 815; Cook County; Illinois,4978,2641,264,1508,430,141780,415,1899,187,0,0,0,141,318,118,36,4047,77,0,2745,17,31,81500,17031081500,187,0,459,154,5.303334672559261,8.638007231820009,30.293290478103657,53.05343511450382,8.336681398151867,38.1478505423865,1.9026439337781074,0.0
Census Tract 816; Cook County; Illinois,4210,3105,0,513,293,140323,133,1597,79,58,0,0,125,221,31,0,3354,120,0,2614,17,31,81600,17031081600,137,0,346,31,0.0,6.959619952494061,12.185273159144893,73.75296912114014,3.159144893111639,37.933491686460805,3.5778175313059033,0.0
Census Tract 817; Cook County; Illinois,5211,3520,128,581,714,134579,355,2429,46,27,0,0,224,429,31,52,4482,162,0,2565,17,31,81700,17031081700,73,0,653,83,2.4563423527154096,13.701784686240645,11.149491460372289,67.54941469967378,6.812511993859144,46.612934177701014,3.614457831325301,0.0
Census Tract 818; Cook County; Illinois,12366,9046,209,728,1559,157238,808,5114,231,262,0,192,122,306,33,173,9961,216,0,2717,17,31,81800,17031081800,493,192,428,206,1.6901180656639172,12.607148633349507,5.887109817240821,73.15219149280284,6.534044961992561,41.355329128254894,2.1684569822307,0.0
Census Tract 819; Cook County; Illinois,1284,873,35,167,131,238250,51,472,17,63,29,14,43,0,14,12,988,13,26,3501,17,31,81900,17031081900,80,43,43,26,2.7258566978193146,10.202492211838006,13.006230529595014,67.99065420560748,3.9719626168224296,36.7601246105919,1.3157894736842104,2.0249221183800623
Census Tract 901; Cook County; Illinois,3467,2924,9,57,381,136463,287,796,101,103,55,13,21,77,30,46,2037,100,0,1821,17,31,90100,17031090100,204,68,98,76,0.25959042399769255,10.98932794923565,1.6440726853187193,84.33804441880588,8.278050187481972,22.959330833573695,4.909180166912126,0.0
Census Tract 902; Cook County; Illinois,6372,5001,36,133,941,129787,385,1832,209,370,67,33,67,14,102,48,3615,33,18,1659,17,31,90200,17031090200,579,100,81,150,0.5649717514124294,14.767733835530445,2.0872567482736972,78.48399246704332,6.042059008160703,28.750784682988073,0.9128630705394192,0.2824858757062147
Census Tract 903; Cook County; Illinois,1364,1114,0,0,220,117768,103,506,55,79,13,0,6,15,36,21,757,34,0,1272,17,31,90300,17031090300,134,13,21,57,0.0,16.129032258064516,0.0,81.67155425219941,7.551319648093842,37.096774193548384,4.491413474240423,0.0
Census Tract 1001; Cook County; Illinois,5582,4292,1,497,599,109242,617,928,214,139,66,169,65,0,130,26,3045,81,0,1588,17,31,100100,17031100100,353,235,65,156,0.017914725904693656,10.730920816911501,8.903618774632747,76.89000358294518,11.053385883195988,16.624865639555715,2.6600985221674875,0.0
Census Tract 1002; Cook County; Illinois,7560,4952,27,203,2260,113767,166,1669,424,83,144,78,146,200,108,157,4206,237,23,1529,17,31,100200,17031100200,507,222,346,265,0.35714285714285715,29.894179894179896,2.685185185185185,65.5026455026455,2.195767195767196,22.07671957671958,5.634807417974322,0.30423280423280424
Census Tract 1003; Cook County; Illinois,6289,4913,41,274,922,74250,721,1089,137,179,44,0,87,17,73,157,2525,13,113,2040,17,31,100300,17031100300,316,44,104,230,0.6519319446652886,14.660518365399906,4.3568134838607095,78.12052790586739,11.464461758626172,17.315948481475594,0.5148514851485149,1.796788042614088
Census Tract 1004; Cook County; Illinois,3403,2435,6,330,520,144125,57,552,50,205,22,26,66,16,44,40,1684,66,0,-666666666,17,31,100400,17031100400,255,48,82,84,0.17631501616220982,15.280634734058186,9.69732588892154,71.55451072583014,1.6749926535409934,16.220981486923304,3.9192399049881232,0.0
Census Tract 1005; Cook County; Illinois,5597,4202,49,517,555,117583,41,1147,221,96,0,12,22,35,52,16,2928,106,0,1438,17,31,100500,17031100500,317,12,57,68,0.87546900125067,9.91602644273718,9.23709129891013,75.07593353582276,0.7325352867607646,20.493121314990173,3.6202185792349724,0.0
Census Tract 1006; Cook County; Illinois,4888,2754,92,379,1492,84896,627,825,128,278,95,50,98,86,0,41,2504,105,14,1183,17,31,100600,17031100600,406,145,184,41,1.8821603927986905,30.523731587561375,7.753682487725041,56.34206219312602,12.827332242225859,16.878068739770868,4.193290734824282,0.2864157119476268
Census Tract 1007; Cook County; Illinois,5247,3601,155,611,774,131932,346,940,234,165,33,75,65,46,71,96,2901,287,12,2074,17,31,100700,17031100700,399,108,111,167,2.954068991804841,14.751286449399656,11.644749380598437,68.62969315799504,6.594244330093386,17.914999047074517,9.8931402964495,0.22870211549456831
Census Tract 1101; Cook County; Illinois,5763,3284,45,1261,1069,94141,409,1253,383,280,62,37,69,42,19,67,3336,119,50,1448,17,31,110100,17031110100,663,99,111,86,0.7808433107756376,18.549366649314596,21.88096477529065,56.98420961304876,7.096998091271907,21.742148186708313,3.567146282973621,0.8676036786395974
