NAME,TotalPop,White_NonHisp,Black,Asian,Hispanic,MedianIncome,BelowPoverty,BachelorsOrHigher,Male_Under18,Female_Under18,Male_18_34,Female_18_34,Male_35_64,Female_35_64,Male_65plus,Female_65plus,LaborForce,Unemployed,NoHealthInsurance,MedianRent,STATE,COUNTY,TRACT,TRACT_FIPS
Census Tract 1504.02; Cook County; Illinois,3907,1789,138,205,1709,102094,374,585,107,157,30,12,31,47,9,8,2164,56,32,1286,17,031,150402,17031150402
Census Tract 1505.01; Cook County; Illinois,3914,2333,11,451,765,126806,184,1187,165,97,87,46,103,74,103,161,2426,126,0,1390,17,031,150501,17031150501
Census Tract 1505.02; Cook County; Illinois,3943,1816,5,455,1625,69869,256,563,69,134,12,85,68,65,8,87,2317,70,74,1349,17,031,150502,17031150502
Census Tract 1506; Cook County; Illinois,3999,1680,49,202,1928,95045,422,623,240,127,71,37,87,57,12,86,2296,124,0,1327,17,031,150600,17031150600
Census Tract 1507; Cook County; Illinois,4239,2018,57,98,1939,108385,202,814,42,149,44,33,91,49,92,61,2120,71,81,1573,17,031,150700,17031150700
Census Tract 1508; Cook County; Illinois,4357,1721,118,121,2164,79044,460,612,177,77,49,8,148,82,94,36,2629,162,98,1309,17,031,150800,17031150800
Census Tract 1510.01; Cook County; Illinois,2642,695,0,130,1808,91992,317,335,153,137,15,21,13,104,7,26,1363,58,42,1382,17,031,151001,17031151001
Census Tract 1510.02; Cook County; Illinois,4712,1203,48,79,3310,78851,574,576,194,52,48,64,121,38,11,10,2696,173,226,1209,17,031,151002,17031151002
Census Tract 1511; Cook County; Illinois,5053,2019,45,171,2752,76864,472,736,128,69,48,53,96,138,24,46,2952,81,45,1237,17,031,151100,17031151100
Census Tract 1512; Cook County; Illinois,3935,2005,1,186,1694,92201,481,561,86,11,66,25,166,118,57,18,2093,38,25,1329,17,031,151200,17031151200
Census Tract 1601; Cook County; Illinois,2652,1514,0,447,654,111602,134,650,109,117,11,62,48,49,14,38,1495,37,6,1670,17,031,160100,17031160100
Census Tract 1602; Cook County; Illinois,3458,2175,174,88,691,128288,370,934,234,61,11,58,0,58,41,53,1983,62,0,1555,17,031,160200,17031160200
Census Tract 1603; Cook County; Illinois,3545,1896,168,652,514,76083,506,910,41,215,0,10,39,0,39,36,2290,262,41,1251,17,031,160300,17031160300
Census Tract 1604; Cook County; Illinois,5200,2306,303,370,2126,72593,809,963,200,103,40,29,22,61,13,32,3272,205,59,1261,17,031,160400,17031160400
Census Tract 1605.01; Cook County; Illinois,3767,1062,358,233,2058,76514,255,842,62,35,65,24,7,70,9,0,2195,166,125,1385,17,031,160501,17031160501
Census Tract 1605.02; Cook County; Illinois,3911,962,259,472,2038,85500,396,616,58,318,0,0,78,87,0,18,2275,128,59,1327,17,031,160502,17031160502
Census Tract 1606.01; Cook County; Illinois,3008,1742,61,339,805,74310,104,746,170,123,0,0,24,7,2,10,2008,138,0,1619,17,031,160601,17031160601
Census Tract 1606.02; Cook County; Illinois,3731,1767,15,257,1422,96324,488,967,46,78,37,29,91,62,8,18,2410,77,0,1360,17,031,160602,17031160602
Census Tract 1607; Cook County; Illinois,6368,2086,262,538,3348,89531,531,1136,130,175,202,19,43,32,30,80,3751,153,0,1547,17,031,160700,17031160700
Census Tract 1608; Cook County; Illinois,5302,1629,19,260,3219,83148,406,912,143,180,0,47,156,94,50,0,2951,289,25,1461,17,031,160800,17031160800
Census Tract 1609; Cook County; Illinois,2434,1500,59,342,483,116063,112,633,26,106,0,16,43,61,30,10,1523,105,0,1216,17,031,160900,17031160900
Census Tract 1610; Cook County; Illinois,1944,1328,2,186,393,113287,118,545,140,47,0,7,3,28,12,0,1292,79,0,1758,17,031,161000,17031161000
Census Tract 1611; Cook County; Illinois,2007,1299,114,81,390,153750,108,463,155,68,0,0,40,50,14,24,1245,59,0,1563,17,031,161100,17031161100
Census Tract 1612; Cook County; Illinois,2738,792,122,174,1501,76797,631,425,67,74,27,0,45,8,37,41,1619,80,0,1266,17,031,161200,17031161200
Census Tract 1613; Cook County; Illinois,3767,1339,31,170,2123,58425,639,730,93,113,23,13,86,25,14,16,2187,161,37,1218,17,031,161300,17031161300
Census Tract 1701; Cook County; Illinois,1959,1496,98,149,210,41699,480,346,0,35,6,0,58,70,5,30,800,15,0,2000,17,031,170100,17031170100
Census Tract 1702; Cook County; Illinois,3657,1793,13,106,1656,90625,209,583,101,97,147,0,5,67,33,24,1958,93,0,1257,17,031,170200,17031170200
Census Tract 1703; Cook County; Illinois,5039,2904,0,282,1696,95328,205,605,40,69,26,89,44,100,66,41,2675,103,0,1219,17,031,170300,17031170300
Census Tract 1704; Cook County; Illinois,3963,2414,208,91,1130,105524,290,533,65,41,24,16,46,107,36,30,2486,172,44,2005,17,031,170400,17031170400
Census Tract 1705; Cook County; Illinois,5000,3107,122,249,1334,85395,130,822,76,137,31,75,54,15,16,42,2617,155,0,1485,17,031,170500,17031170500
Census Tract 1706; Cook County; Illinois,2566,1646,88,224,605,78187,320,346,63,66,8,13,44,62,41,50,1227,74,4,1445,17,031,170600,17031170600
Census Tract 1707; Cook County; Illinois,3276,2000,60,129,1009,82284,222,249,62,101,118,22,60,22,2,76,1591,34,0,-666666666,17,031,170700,17031170700
Census Tract 1708; Cook County; Illinois,4016,2133,40,253,1497,71897,372,430,87,49,37,22,96,32,0,0,2336,163,0,1113,17,031,170800,17031170800
Census Tract 1709; Cook County; Illinois,1922,736,55,15,1096,61771,539,183,97,64,6,86,82,77,11,65,1184,181,0,1643,17,031,170900,17031170900
Census Tract 1710; Cook County; Illinois,6274,2912,108,696,2361,82790,547,1105,113,124,17,34,54,38,63,83,3553,251,0,994,17,031,171000,17031171000
Census Tract 1711; Cook County; Illinois,4144,1533,120,200,2221,94830,329,283,13,111,36,58,61,117,77,21,2204,31,17,1370,17,031,171100,17031171100
Census Tract 1801; Cook County; Illinois,6875,2615,411,180,3599,97301,957,856,233,232,81,10,54,91,119,83,3711,65,43,1612,17,031,180100,17031180100
Census Tract 1901; Cook County; Illinois,2403,221,58,22,2071,53717,157,232,100,23,91,51,7,30,89,22,1370,101,39,888,17,031,190100,17031190100
Census Tract 1902; Cook County; Illinois,5753,700,289,200,4421,82551,1158,649,263,260,148,122,113,64,36,40,3025,232,90,1351,17,031,190200,17031190200
Census Tract 1903; Cook County; Illinois,5609,1049,167,371,3866,68281,815,646,168,113,106,38,139,143,43,117,2992,102,226,1135,17,031,190300,17031190300
Census Tract 1904.01; Cook County; Illinois,4122,860,223,351,2548,104231,325,456,174,40,26,47,28,121,56,0,2455,98,49,1088,17,031,190401,17031190401
Census Tract 1904.02; Cook County; Illinois,4706,1286,2,208,3078,60316,711,406,38,48,124,124,82,82,35,42,2494,118,22,1222,17,031,190402,17031190402
Census Tract 1906.01; Cook County; Illinois,4062,341,39,0,3682,73607,173,171,18,70,17,79,168,103,0,33,2241,176,19,1397,17,031,190601,17031190601
Census Tract 1906.02; Cook County; Illinois,5468,1010,95,13,4248,73315,718,497,311,127,78,70,193,129,84,135,2490,126,24,1489,17,031,190602,17031190602
Census Tract 1907.01; Cook County; Illinois,2661,622,54,13,1907,67868,176,192,149,59,47,30,60,102,0,30,1376,26,0,1270,17,031,190701,17031190701
Census Tract 1907.02; Cook County; Illinois,4708,508,284,0,3916,65551,1123,298,174,216,73,16,169,61,43,82,2349,221,79,1172,17,031,190702,17031190702
Census Tract 1908; Cook County; Illinois,6326,573,201,95,5421,56311,675,414,131,170,152,0,220,140,139,76,3017,150,155,1146,17,031,190800,17031190800
Census Tract 1909; Cook County; Illinois,1720,263,140,122,1195,64375,182,266,67,87,10,26,62,83,14,0,746,34,0,969,17,031,190900,17031190900
Census Tract 1910; Cook County; Illinois,2394,116,26,8,2244,66632,178,104,87,23,6,29,138,58,17,22,1162,52,0,1139,17,031,191000,17031191000
Census Tract 1911; Cook County; Illinois,6295,432,237,117,5383,53683,2094,447,225,168,116,120,208,59,6,3,2742,73,46,1213,17,031,191100,17031191100
Census Tract 1912; Cook County; Illinois,3767,182,69,1,3497,64688,774,195,191,183,14,60,35,187,39,50,1470,102,92,1401,17,031,191200,17031191200
Census Tract 1913.01; Cook County; Illinois,4999,167,154,405,4147,65240,631,174,139,217,88,58,40,53,49,111,2564,10,76,1210,17,031,191301,17031191301
Census Tract 1913.02; Cook County; Illinois,4446,226,8,0,4212,58208,456,137,157,152,165,5,101,60,60,89,2281,119,182,1705,17,031,191302,17031191302
Census Tract 2001; Cook County; Illinois,3703,498,35,306,2786,72417,689,515,124,99,85,24,76,75,58,81,1929,156,58,1234,17,031,200100,17031200100
Census Tract 2002; Cook County; Illinois,4634,662,157,162,3653,65599,784,518,213,86,34,46,23,143,84,45,2479,113,46,1239,17,031,200200,17031200200
Census Tract 2003; Cook County; Illinois,1821,195,92,0,1496,39740,490,347,21,135,0,8,28,69,10,16,920,59,37,1387,17,031,200300,17031200300
Census Tract 2004.01; Cook County; Illinois,3067,94,193,0,2724,73384,455,220,153,60,50,25,66,79,64,63,1562,84,24,1148,17,031,200401,17031200401
Census Tract 2004.02; Cook County; Illinois,4894,917,87,0,3870,77091,471,591,46,143,153,67,109,179,48,93,2620,44,98,1170,17,031,200402,17031200402
Census Tract 2101; Cook County; Illinois,4238,1979,94,269,1788,115705,255,1155,81,100,0,26,24,210,19,9,3151,65,0,1831,17,031,210100,17031210100
Census Tract 2104; Cook County; Illinois,2763,467,130,92,1981,64665,833,206,42,99,38,16,69,75,21,10,1477,155,23,1425,17,031,210400,17031210400
Census Tract 2105.01; Cook County; Illinois,2814,923,69,224,1494,74886,790,465,242,48,42,0,77,69,23,25,1986,103,0,1471,17,031,210501,17031210501
Census Tract 2105.02; Cook County; Illinois,4336,1066,113,116,2668,79857,637,680,132,120,63,25,179,80,60,55,2622,133,118,1509,17,031,210502,17031210502
Census Tract 2106.01; Cook County; Illinois,2606,891,46,474,1123,90357,274,777,29,9,0,26,32,65,2,14,1845,217,0,1591,17,031,210601,17031210601
Census Tract 2106.02; Cook County; Illinois,4233,1301,179,121,2574,93589,495,746,39,218,60,28,113,190,13,0,2780,73,0,1385,17,031,210602,17031210602
Census Tract 2107; Cook County; Illinois,3670,1582,29,93,1875,100151,227,974,98,121,16,0,55,143,51,0,2433,64,67,1683,17,031,210700,17031210700
Census Tract 2108; Cook County; Illinois,1063,442,25,36,487,92375,92,228,28,31,0,10,33,27,4,4,779,85,16,1585,17,031,210800,17031210800
Census Tract 2109; Cook County; Illinois,2938,1679,164,67,767,106083,229,845,74,16,60,12,32,75,10,0,2225,248,35,1803,17,031,210900,17031210900
Census Tract 2203; Cook County; Illinois,2124,1259,85,142,540,94654,219,892,91,83,22,0,53,23,27,0,1537,80,0,1950,17,031,220300,17031220300
Census Tract 2204; Cook County; Illinois,2622,1629,110,154,622,124613,252,850,83,83,12,0,29,87,20,0,1701,44,0,1984,17,031,220400,17031220400
Census Tract 2205; Cook County; Illinois,2955,1717,111,211,727,107857,274,1134,47,109,0,0,60,141,35,9,2143,126,0,2032,17,031,220500,17031220500
Census Tract 2206.01; Cook County; Illinois,1684,948,73,92,478,130500,34,637,79,7,0,6,30,22,45,10,1160,37,0,1734,17,031,220601,17031220601
Census Tract 2206.02; Cook County; Illinois,4414,2413,290,243,1345,71207,595,1429,74,193,40,0,229,173,47,38,3036,109,0,1507,17,031,220602,17031220602
Census Tract 2207.01; Cook County; Illinois,2872,1103,0,39,1644,79948,230,491,31,18,17,17,155,171,25,31,2008,117,0,1646,17,031,220701,17031220701
Census Tract 2207.02; Cook County; Illinois,3825,1353,187,102,2125,80452,512,969,170,58,72,22,23,68,0,19,2409,118,24,1415,17,031,220702,17031220702
Census Tract 2209.01; Cook County; Illinois,2858,474,427,85,1826,83681,440,517,60,68,42,70,93,117,34,22,1755,127,0,1579,17,031,220901,17031220901
Census Tract 2209.02; Cook County; Illinois,3154,892,100,46,2095,78304,474,457,215,74,63,0,67,167,29,25,1728,85,7,1385,17,031,220902,17031220902
Census Tract 2210; Cook County; Illinois,2541,1077,88,40,1242,89044,303,531,23,41,5,0,82,154,0,17,1742,136,49,1816,17,031,221000,17031221000
Census Tract 2211; Cook County; Illinois,4374,2133,304,192,1464,96514,634,1159,37,80,6,31,87,73,0,18,2972,118,18,1547,17,031,221100,17031221100
Census Tract 2212; Cook County; Illinois,3168,1463,449,106,984,126481,510,808,65,137,42,17,13,57,0,8,2049,66,7,1897,17,031,221200,17031221200
Census Tract 2213; Cook County; Illinois,2912,1386,107,222,1082,87432,511,786,109,58,0,39,146,67,16,0,1974,75,17,1637,17,031,221300,17031221300
Census Tract 2214; Cook County; Illinois,3005,1511,76,343,784,108789,241,996,50,118,0,26,69,83,73,0,2279,94,26,2099,17,031,221400,17031221400
Census Tract 2215; Cook County; Illinois,2877,1521,342,24,956,72292,405,742,72,88,9,24,95,69,58,18,1663,17,0,1106,17,031,221500,17031221500
Census Tract 2216; Cook County; Illinois,3192,2073,39,226,736,138152,199,1076,122,214,0,0,27,117,9,23,2156,73,17,1976,17,031,221600,17031221600
Census Tract 2222; Cook County; Illinois,2183,1872,20,65,172,188065,104,602,73,82,0,0,16,47,0,0,1539,18,0,2384,17,031,222200,17031222200
Census Tract 2225; Cook County; Illinois,1374,959,40,53,301,155878,81,425,102,68,0,0,8,33,24,12,945,25,0,2182,17,031,222500,17031222500
Census Tract 2226; Cook County; Illinois,1552,831,86,73,485,94688,112,509,36,17,0,18,23,46,9,13,1154,63,9,1554,17,031,222600,17031222600
Census Tract 2227; Cook County; Illinois,2120,746,131,94,1122,86473,393,413,55,62,12,0,73,29,0,19,1252,34,17,1639,17,031,222700,17031222700
Census Tract 2228; Cook County; Illinois,951,183,113,3,635,71484,234,130,0,69,0,0,22,61,0,0,567,61,0,1451,17,031,222800,17031222800
Census Tract 2229; Cook County; Illinois,1056,230,63,0,743,89630,58,181,10,10,0,14,63,26,0,2,667,35,0,1541,17,031,222900,17031222900
Census Tract 2301; Cook County; Illinois,1484,628,114,38,543,89773,396,521,106,0,61,0,75,10,18,10,976,51,0,1295,17,031,230100,17031230100
Census Tract 2302; Cook County; Illinois,1897,559,198,84,1040,78056,126,357,55,114,9,85,18,17,0,0,1154,30,0,1358,17,031,230200,17031230200
Census Tract 2303; Cook County; Illinois,1002,80,93,0,829,67337,183,58,54,30,40,0,7,57,23,11,549,15,0,1448,17,031,230300,17031230300
Census Tract 2304; Cook County; Illinois,2206,489,231,5,1415,91771,433,474,87,111,17,0,35,55,0,0,1125,33,36,1387,17,031,230400,17031230400
Census Tract 2305; Cook County; Illinois,3339,112,673,256,2297,35727,781,195,152,161,47,0,92,23,22,121,1384,33,32,886,17,031,230500,17031230500
Census Tract 2306; Cook County; Illinois,8313,771,2464,0,5078,57220,1258,425,94,390,48,110,34,290,76,27,4017,419,790,1199,17,031,230600,17031230600
Census Tract 2307; Cook County; Illinois,6020,434,544,540,4400,33994,3069,283,209,389,57,203,76,138,0,0,2264,360,474,1510,17,031,230700,17031230700
Census Tract 2308; Cook County; Illinois,1082,269,18,0,773,71328,150,191,27,27,5,0,0,24,1,0,574,40,3,1639,17,031,230800,17031230800
Census Tract 2309; Cook County; Illinois,4850,1496,372,144,2777,80756,851,963,216,107,0,40,74,53,18,37,2960,191,0,1762,17,031,230900,17031230900
Census Tract 2311; Cook County; Illinois,1505,72,708,7,718,59745,276,73,83,70,5,37,19,22,11,21,733,54,14,1335,17,031,231100,17031231100
Census Tract 2312; Cook County; Illinois,5701,163,3672,3,1555,31629,2879,225,359,174,112,44,89,89,83,89,2116,253,78,1207,17,031,231200,17031231200
Census Tract 2315; Cook County; Illinois,6183,332,3361,176,2281,31755,1956,311,242,551,87,137,0,139,25,39,2437,394,45,1133,17,031,231500,17031231500
Census Tract 2402; Cook County; Illinois,1914,1190,72,104,440,172019,133,747,65,60,20,0,7,10,14,38,1199,16,0,1938,17,031,240200,17031240200
Census Tract 2403; Cook County; Illinois,1290,1018,39,102,53,142292,82,459,65,44,0,0,40,21,8,0,832,12,0,2175,17,031,240300,17031240300
Census Tract 2405; Cook County; Illinois,2487,1944,20,220,190,178770,95,1208,164,72,33,0,15,137,0,0,2001,52,0,2714,17,031,240500,17031240500
Census Tract 2406; Cook County; Illinois,1814,1049,81,186,434,166537,265,503,59,48,0,12,58,31,0,6,1248,39,0,1994,17,031,240600,17031240600
Census Tract 2407; Cook County; Illinois,1578,791,141,51,562,96250,208,558,93,57,10,16,13,5,0,11,1049,5,0,1579,17,031,240700,17031240700
Census Tract 2408; Cook County; Illinois,1573,818,137,80,401,103565,205,407,47,66,16,13,0,39,32,9,1100,50,40,1585,17,031,240800,17031240800
Census Tract 2409; Cook County; Illinois,1112,409,138,138,363,98145,65,436,53,57,5,14,8,13,0,0,726,6,0,1513,17,031,240900,17031240900
Census Tract 2410; Cook County; Illinois,1810,788,76,120,717,96518,194,655,0,4,0,6,44,46,0,0,1311,66,10,1921,17,031,241000,17031241000
Census Tract 2411; Cook County; Illinois,3455,1792,237,155,1121,90822,675,994,36,40,2,0,82,158,43,85,2390,101,10,1692,17,031,241100,17031241100
Census Tract 2412; Cook County; Illinois,1684,1149,162,158,154,139688,158,582,19,49,0,15,63,113,7,1,1341,43,0,1744,17,031,241200,17031241200
Census Tract 2413; Cook County; Illinois,1909,1306,106,150,312,182829,187,714,84,79,13,6,62,42,18,0,1282,22,0,2623,17,031,241300,17031241300
Census Tract 2414; Cook County; Illinois,5897,4400,277,382,329,200429,308,2529,177,262,0,25,66,172,0,12,4579,142,0,2654,17,031,241400,17031241400
Census Tract 2415; Cook County; Illinois,2690,1878,29,189,321,178750,137,1271,96,51,0,13,97,130,0,14,2189,59,0,2444,17,031,241500,17031241500
Census Tract 2416; Cook County; Illinois,3508,2289,0,379,664,121471,399,1465,0,74,0,95,124,245,0,15,2742,94,0,2063,17,031,241600,17031241600
Census Tract 2420; Cook County; Illinois,4540,2544,847,420,460,151724,266,1678,164,179,0,0,31,122,45,100,3218,156,0,1721,17,031,242000,17031242000
Census Tract 2421; Cook County; Illinois,3825,2430,17,240,681,205338,222,1689,112,201,18,0,71,27,24,15,3061,92,27,2066,17,031,242100,17031242100
Census Tract 2422; Cook County; Illinois,4070,3236,122,108,457,168311,194,1721,32,296,0,0,15,45,0,21,3232,7,0,2182,17,031,242200,17031242200
Census Tract 2423; Cook County; Illinois,3186,2359,58,175,496,106919,240,1100,111,163,0,9,54,32,8,17,2293,84,18,1936,17,031,242300,17031242300
Census Tract 2424; Cook County; Illinois,3183,2391,45,155,553,110129,254,1336,0,135,0,0,21,271,0,7,2583,61,12,1934,17,031,242400,17031242400
Census Tract 2425; Cook County; Illinois,3333,2025,240,177,890,93279,380,1210,50,23,0,0,21,73,15,13,2566,87,0,1775,17,031,242500,17031242500
Census Tract 2426; Cook County; Illinois,5351,2609,301,0,2111,85000,928,1153,95,98,19,0,254,128,78,63,3352,207,0,1703,17,031,242600,17031242600
Census Tract 2427; Cook County; Illinois,1918,973,154,16,688,80227,356,603,79,26,0,10,26,24,28,27,1195,23,10,1601,17,031,242700,17031242700
Census Tract 2428; Cook County; Illinois,1492,1048,17,37,358,165375,96,404,26,86,0,0,34,0,1,0,1089,20,9,1744,17,031,242800,17031242800
Census Tract 2429; Cook County; Illinois,1906,1220,61,112,365,124960,124,597,84,31,8,12,55,33,5,0,1451,78,0,1769,17,031,242900,17031242900
Census Tract 2430; Cook County; Illinois,2253,1243,43,239,565,123750,88,829,63,40,0,0,9,34,0,25,1663,57,0,1920,17,031,243000,17031243000
Census Tract 2431; Cook County; Illinois,2142,869,45,111,970,107833,57,627,67,23,0,0,64,12,18,13,1518,65,0,1706,17,031,243100,17031243100
Census Tract 2432; Cook County; Illinois,2364,1305,165,268,488,124648,238,753,112,50,1,27,28,140,11,4,1821,61,0,1975,17,031,243200,17031243200
Census Tract 2433; Cook County; Illinois,2214,1515,38,103,401,122917,93,998,102,48,14,0,13,40,0,0,1878,59,0,2103,17,031,243300,17031243300
Census Tract 2434; Cook County; Illinois,3003,1917,151,155,587,113966,411,1395,65,24,61,30,11,0,55,7,2422,164,34,1889,17,031,243400,17031243400
Census Tract 2435; Cook County; Illinois,4550,3222,231,242,659,169198,199,2057,105,170,0,0,193,143,58,0,3784,93,0,2575,17,031,243500,17031243500
Census Tract 2502; Cook County; Illinois,2623,71,1253,0,1284,45019,711,203,97,59,0,78,29,54,3,37,1142,129,79,979,17,031,250200,17031250200
Census Tract 2503; Cook County; Illinois,4882,370,2337,49,2015,64537,968,259,47,53,64,90,55,49,125,100,2438,132,60,1144,17,031,250300,17031250300
Census Tract 2504; Cook County; Illinois,5572,259,3693,0,1379,47281,843,204,24,162,52,135,59,139,42,0,2604,349,52,1165,17,031,250400,17031250400
